rank,player_name,pokemon_name,teratypes,nature
223,Andrew Gouck [US],Miraidon,Fairy,Hadron Engine
223,Andrew Gouck [US],Chi-Yu,Ghost,Beads of Ruin
223,Andrew Gouck [US],ursaluna-bloodmoon,Normal,Mind’s Eye
223,Andrew Gouck [US],Farigiraf,Dragon,Armor Tail
223,Andrew Gouck [US],Iron-Hands,Grass,Quark Drive
223,Andrew Gouck [US],tornadus-incarnate,Dark,Prankster
224,Kwan Ho Mak [HK],Whimsicott,Dark,Prankster
224,Kwan Ho Mak [HK],ogerpon-hearthflame-mask,Fire,Mold Breaker
224,Kwan Ho Mak [HK],urshifu-single-strike,Dark,Unseen Fist
224,Kwan Ho Mak [HK],Iron-Hands,Grass,Quark Drive
224,Kwan Ho Mak [HK],Farigiraf,Water,Armor Tail
224,Kwan Ho Mak [HK],Miraidon,Fairy,Hadron Engine
225,Iker Rodrigo [ES],Amoonguss,Water,Regenerator
225,Iker Rodrigo [ES],calyrex-ice,Fire,As One
225,Iker Rodrigo [ES],urshifu-rapid-strike,Water,Unseen Fist
225,Iker Rodrigo [ES],Farigiraf,Ground,Armor Tail
225,Iker Rodrigo [ES],Iron-Hands,Grass,Quark Drive
225,Iker Rodrigo [ES],Incineroar,Fairy,Intimidate
226,TSZ SUM NG [HK],urshifu-rapid-strike,Stellar,Unseen Fist
226,TSZ SUM NG [HK],calyrex-shadow,Ghost,As One
226,TSZ SUM NG [HK],Chi-Yu,Water,Beads of Ruin
226,TSZ SUM NG [HK],Annihilape,Fighting,Defiant
226,TSZ SUM NG [HK],indeedee-female,Fairy,Psychic Surge
226,TSZ SUM NG [HK],Whimsicott,Dark,Prankster
227,Mattie Morgan [IE],Chien-Pao,Stellar,Sword of Ruin
227,Mattie Morgan [IE],Incineroar,Ghost,Intimidate
227,Mattie Morgan [IE],Terapagos,Stellar,Tera Shift
227,Mattie Morgan [IE],Amoonguss,Fairy,Regenerator
227,Mattie Morgan [IE],urshifu-rapid-strike,Water,Unseen Fist
227,Mattie Morgan [IE],Rillaboom,Fire,Grassy Surge
228,James Clough [UK],Miraidon,Fairy,Hadron Engine
228,James Clough [UK],Farigiraf,Fairy,Armor Tail
228,James Clough [UK],Iron-Bundle,Ghost,Quark Drive
228,James Clough [UK],ursaluna-bloodmoon,Normal,Mind’s Eye
228,James Clough [UK],Incineroar,Grass,Intimidate
228,James Clough [UK],landorus-incarnate,Steel,Sheer Force
229,Adrián Isidoro [ES],Clefairy,Grass,Friend Guard
229,Adrián Isidoro [ES],Smeargle,Ghost,Moody
229,Adrián Isidoro [ES],urshifu-rapid-strike,Water,Unseen Fist
229,Adrián Isidoro [ES],Incineroar,Water,Intimidate
229,Adrián Isidoro [ES],Calyrex,Fairy,As One
229,Adrián Isidoro [ES],Rillaboom,Fire,Grassy Surge
230,Jorijn Raijmakers [NL],Terapagos,Stellar,Tera Shift
230,Jorijn Raijmakers [NL],ogerpon-wellspring-mask,Water,Water Absorb
230,Jorijn Raijmakers [NL],landorus-incarnate,Fairy,Sheer Force
230,Jorijn Raijmakers [NL],Flutter-Mane,Grass,Protosynthesis
230,Jorijn Raijmakers [NL],Incineroar,Ghost,Intimidate
230,Jorijn Raijmakers [NL],Amoonguss,Fairy,Regenerator
231,Haotian Xiao [US],urshifu-rapid-strike,Normal,Unseen Fist
231,Haotian Xiao [US],Clefairy,Grass,Friend Guard
231,Haotian Xiao [US],Chi-Yu,Ghost,Beads of Ruin
231,Haotian Xiao [US],Rillaboom,Fire,Grassy Surge
231,Haotian Xiao [US],calyrex-ice,Fire,As One
231,Haotian Xiao [US],Raging-Bolt,Electric,Protosynthesis
232,Trent Sayer [NZ],ursaluna-bloodmoon,Normal,Mind’s Eye
232,Trent Sayer [NZ],ogerpon-hearthflame-mask,Fire,Mold Breaker
232,Trent Sayer [NZ],Iron-Hands,Water,Quark Drive
232,Trent Sayer [NZ],Farigiraf,Water,Armor Tail
232,Trent Sayer [NZ],Grimmsnarl,Ghost,Prankster
232,Trent Sayer [NZ],Miraidon,Fairy,Hadron Engine
233,Luciano Laroze [CL],Amoonguss,Water,Regenerator
233,Luciano Laroze [CL],Terapagos,Stellar,Tera Shift
233,Luciano Laroze [CL],ogerpon-cornerstone-mask,Rock,Sturdy
233,Luciano Laroze [CL],Chi-Yu,Ghost,Beads of Ruin
233,Luciano Laroze [CL],Farigiraf,Ground,Armor Tail
233,Luciano Laroze [CL],Iron-Hands,Water,Quark Drive
234,Haruto Hiroe [JP],calyrex-ice,Grass,As One
234,Haruto Hiroe [JP],Incineroar,Water,Intimidate
234,Haruto Hiroe [JP],urshifu-rapid-strike,Ghost,Unseen Fist
234,Haruto Hiroe [JP],Rillaboom,Normal,Grassy Surge
234,Haruto Hiroe [JP],Raging-Bolt,Electric,Protosynthesis
234,Haruto Hiroe [JP],Pelipper,Stellar,Drizzle
235,Ryan Powney [IE],urshifu-rapid-strike,Water,Unseen Fist
235,Ryan Powney [IE],Incineroar,Ghost,Intimidate
235,Ryan Powney [IE],calyrex-ice,Fire,As One
235,Ryan Powney [IE],Raging-Bolt,Electric,Protosynthesis
235,Ryan Powney [IE],Smeargle,Grass,Own Tempo
235,Ryan Powney [IE],Amoonguss,Water,Regenerator
236,Zhe Zhang [CN],Farigiraf,Water,Armor Tail
236,Zhe Zhang [CN],urshifu-rapid-strike,Stellar,Unseen Fist
236,Zhe Zhang [CN],Iron-Hands,Grass,Quark Drive
236,Zhe Zhang [CN],Whimsicott,Fire,Prankster
236,Zhe Zhang [CN],Miraidon,Fairy,Hadron Engine
236,Zhe Zhang [CN],Entei,Normal,Inner Focus
237,Hugo Nascimento Vilela dos Santos [BR],Rillaboom,Ghost,Grassy Surge
237,Hugo Nascimento Vilela dos Santos [BR],urshifu-single-strike,Dark,Unseen Fist
237,Hugo Nascimento Vilela dos Santos [BR],Kyogre,Grass,Drizzle
237,Hugo Nascimento Vilela dos Santos [BR],tornadus-incarnate,Dark,Prankster
237,Hugo Nascimento Vilela dos Santos [BR],Incineroar,Water,Intimidate
237,Hugo Nascimento Vilela dos Santos [BR],Amoonguss,Dark,Regenerator
238,AJ Testerman [US],Araquanid,Water,Water Bubble
238,AJ Testerman [US],Smeargle,Grass,Own Tempo
238,AJ Testerman [US],ursaluna-bloodmoon,Normal,Mind’s Eye
238,AJ Testerman [US],calyrex-ice,Fire,As One
238,AJ Testerman [US],Farigiraf,Ground,Armor Tail
238,AJ Testerman [US],Electabuzz,Ghost,Vital Spirit
239,JUNYA SUZUKI [JP],Iron-Hands,Grass,Quark Drive
239,JUNYA SUZUKI [JP],Chi-Yu,Fire,Beads of Ruin
239,JUNYA SUZUKI [JP],urshifu-rapid-strike,Stellar,Unseen Fist
239,JUNYA SUZUKI [JP],Miraidon,Fairy,Hadron Engine
239,JUNYA SUZUKI [JP],Farigiraf,Water,Armor Tail
239,JUNYA SUZUKI [JP],Whimsicott,Water,Prankster
240,Meaghan Rattle [AU],Grimmsnarl,Ghost,Prankster
240,Meaghan Rattle [AU],Incineroar,Ghost,Intimidate
240,Meaghan Rattle [AU],Kyogre,Grass,Drizzle
240,Meaghan Rattle [AU],Amoonguss,Water,Regenerator
240,Meaghan Rattle [AU],Raging-Bolt,Electric,Protosynthesis
240,Meaghan Rattle [AU],Rillaboom,Fire,Grassy Surge
241,Alberto Renero Pedrajas [MX],Iron-Hands,Water,Quark Drive
241,Alberto Renero Pedrajas [MX],Porygon2,Ground,Download
241,Alberto Renero Pedrajas [MX],Amoonguss,Water,Regenerator
241,Alberto Renero Pedrajas [MX],Incineroar,Ghost,Intimidate
241,Alberto Renero Pedrajas [MX],Kyogre,Grass,Drizzle
241,Alberto Renero Pedrajas [MX],Roaring-Moon,Flying,Protosynthesis
242,Hengyue Zhang [CN],calyrex-ice,Fire,As One
242,Hengyue Zhang [CN],Raging-Bolt,Electric,Protosynthesis
242,Hengyue Zhang [CN],urshifu-single-strike,Stellar,Unseen Fist
242,Hengyue Zhang [CN],Amoonguss,Water,Regenerator
242,Hengyue Zhang [CN],Chi-Yu,Ghost,Beads of Ruin
242,Hengyue Zhang [CN],Rillaboom,Fire,Grassy Surge
243,David Rosemon [US],calyrex-ice,Water,As One
243,David Rosemon [US],ursaluna-bloodmoon,Normal,Mind’s Eye
243,David Rosemon [US],Amoonguss,Water,Regenerator
243,David Rosemon [US],Smeargle,Grass,Own Tempo
243,David Rosemon [US],Raging-Bolt,Electric,Protosynthesis
243,David Rosemon [US],indeedee-female,Steel,Psychic Surge
244,Zhang-Hng Ervin Tan [SG],Flutter-Mane,Fairy,Protosynthesis
244,Zhang-Hng Ervin Tan [SG],Raging-Bolt,Electric,Protosynthesis
244,Zhang-Hng Ervin Tan [SG],Koraidon,Fire,Orichalcum Pulse
244,Zhang-Hng Ervin Tan [SG],Chi-Yu,Water,Beads of Ruin
244,Zhang-Hng Ervin Tan [SG],Ditto,Ghost,Imposter
244,Zhang-Hng Ervin Tan [SG],ogerpon-cornerstone-mask,Rock,Sturdy
245,David Carrasco [ES],Ditto,Ghost,Imposter
245,David Carrasco [ES],Incineroar,Ghost,Intimidate
245,David Carrasco [ES],Amoonguss,Fairy,Regenerator
245,David Carrasco [ES],urshifu-single-strike,Dark,Unseen Fist
245,David Carrasco [ES],calyrex-ice,Fire,As One
245,David Carrasco [ES],Iron-Hands,Grass,Quark Drive
246,Michael Navas [AU],urshifu-rapid-strike,Water,Unseen Fist
246,Michael Navas [AU],calyrex-ice,Fire,As One
246,Michael Navas [AU],ogerpon-cornerstone-mask,Rock,Sturdy
246,Michael Navas [AU],Farigiraf,Water,Armor Tail
246,Michael Navas [AU],Raging-Bolt,Electric,Protosynthesis
246,Michael Navas [AU],Rillaboom,Grass,Grassy Surge
247,Jeremy Leishman [US],Grimmsnarl,Ground,Prankster
247,Jeremy Leishman [US],Iron-Hands,Water,Quark Drive
247,Jeremy Leishman [US],Volcarona,Water,Flame Body
247,Jeremy Leishman [US],Koraidon,Fire,Orichalcum Pulse
247,Jeremy Leishman [US],Gholdengo,Normal,Good as Gold
247,Jeremy Leishman [US],Flutter-Mane,Fairy,Protosynthesis
248,Simone Sanvito [IT],Farigiraf,Water,Armor Tail
248,Simone Sanvito [IT],urshifu-rapid-strike,Stellar,Unseen Fist
248,Simone Sanvito [IT],Miraidon,Fairy,Hadron Engine
248,Simone Sanvito [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
248,Simone Sanvito [IT],Whimsicott,Dark,Prankster
248,Simone Sanvito [IT],Iron-Hands,Bug,Quark Drive
249,Marco Marras [IT],Iron-Hands,Fairy,Quark Drive
249,Marco Marras [IT],Whimsicott,Ghost,Prankster
249,Marco Marras [IT],ogerpon-cornerstone-mask,Rock,Sturdy
249,Marco Marras [IT],Terapagos,Stellar,Tera Shift
249,Marco Marras [IT],Chi-Yu,Ground,Beads of Ruin
249,Marco Marras [IT],Farigiraf,Grass,Armor Tail
250,Jackson Ferris [US],urshifu-rapid-strike,Grass,Unseen Fist
250,Jackson Ferris [US],tornadus-incarnate,Ghost,Prankster
250,Jackson Ferris [US],indeedee-female,Fairy,Psychic Surge
250,Jackson Ferris [US],Regidrago,Dragon,Dragon's Maw
250,Jackson Ferris [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
250,Jackson Ferris [US],Zacian,Fairy,Intrepid Sword
251,Lingdi Lu [CN],Clefairy,Ground,Friend Guard
251,Lingdi Lu [CN],Iron-Hands,Fire,Quark Drive
251,Lingdi Lu [CN],urshifu-rapid-strike,Stellar,Unseen Fist
251,Lingdi Lu [CN],ogerpon-hearthflame-mask,Fire,Mold Breaker
251,Lingdi Lu [CN],calyrex-shadow,Normal,As One
251,Lingdi Lu [CN],Rillaboom,Grass,Grassy Surge
252,Kurt Imhoff [US],landorus-incarnate,Ground,Sheer Force
252,Kurt Imhoff [US],Rillaboom,Grass,Grassy Surge
252,Kurt Imhoff [US],urshifu-rapid-strike,Grass,Unseen Fist
252,Kurt Imhoff [US],Incineroar,Ghost,Intimidate
252,Kurt Imhoff [US],Kyogre,Grass,Drizzle
252,Kurt Imhoff [US],tornadus-incarnate,Dark,Prankster
253,juyoung hong [KR],Farigiraf,Dragon,Armor Tail
253,juyoung hong [KR],Rillaboom,Fire,Grassy Surge
253,juyoung hong [KR],Raging-Bolt,Fairy,Protosynthesis
253,juyoung hong [KR],calyrex-ice,Fire,As One
253,juyoung hong [KR],Incineroar,Ghost,Intimidate
253,juyoung hong [KR],urshifu-rapid-strike,Stellar,Unseen Fist
254,Marc Seguí Coll [ES],Chi-Yu,Ghost,Beads of Ruin
254,Marc Seguí Coll [ES],weezing-galar,Water,Neutralizing Gas
254,Marc Seguí Coll [ES],Iron-Hands,Grass,Quark Drive
254,Marc Seguí Coll [ES],calyrex-shadow,Normal,As One
254,Marc Seguí Coll [ES],Dondozo,Grass,Unaware
254,Marc Seguí Coll [ES],tatsugiri-droopy,Stellar,Commander
255,Kengo Hirata [JP],Farigiraf,Water,Armor Tail
255,Kengo Hirata [JP],Grimmsnarl,Ground,Prankster
255,Kengo Hirata [JP],Miraidon,Fairy,Hadron Engine
255,Kengo Hirata [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
255,Kengo Hirata [JP],urshifu-single-strike,Dark,Unseen Fist
255,Kengo Hirata [JP],Iron-Hands,Water,Quark Drive
256,Richard Hodge [UK],Farigiraf,Water,Armor Tail
256,Richard Hodge [UK],Volcarona,Dragon,Flame Body
256,Richard Hodge [UK],urshifu-single-strike,Dark,Unseen Fist
256,Richard Hodge [UK],Whimsicott,Fire,Prankster
256,Richard Hodge [UK],Miraidon,Fairy,Hadron Engine
256,Richard Hodge [UK],Iron-Hands,Water,Quark Drive
257,TROY CHI HO Lai [HK],urshifu-rapid-strike,Bug,Unseen Fist
257,TROY CHI HO Lai [HK],Grimmsnarl,Ghost,Prankster
257,TROY CHI HO Lai [HK],Iron-Hands,Grass,Quark Drive
257,TROY CHI HO Lai [HK],ogerpon-hearthflame-mask,Fire,Mold Breaker
257,TROY CHI HO Lai [HK],Farigiraf,Water,Armor Tail
257,TROY CHI HO Lai [HK],Miraidon,Fairy,Hadron Engine
258,Averi Long [US],Grimmsnarl,Ground,Prankster
258,Averi Long [US],Farigiraf,Ground,Armor Tail
258,Averi Long [US],landorus-incarnate,Poison,Sheer Force
258,Averi Long [US],Iron-Hands,Bug,Quark Drive
258,Averi Long [US],Iron-Bundle,Ghost,Quark Drive
258,Averi Long [US],Miraidon,Electric,Hadron Engine
259,Vanessa Donaldson [NZ],Rillaboom,Fire,Grassy Surge
259,Vanessa Donaldson [NZ],calyrex-shadow,Normal,As One
259,Vanessa Donaldson [NZ],Raging-Bolt,Electric,Protosynthesis
259,Vanessa Donaldson [NZ],Incineroar,Ghost,Intimidate
259,Vanessa Donaldson [NZ],Amoonguss,Water,Regenerator
259,Vanessa Donaldson [NZ],urshifu-rapid-strike,Stellar,Unseen Fist
260,Shai Giuseppe Rabà [IT],Jumpluff,Fire,Chlorophyll
260,Shai Giuseppe Rabà [IT],Chi-Yu,Ghost,Beads of Ruin
260,Shai Giuseppe Rabà [IT],Raging-Bolt,Electric,Protosynthesis
260,Shai Giuseppe Rabà [IT],urshifu-single-strike,Water,Unseen Fist
260,Shai Giuseppe Rabà [IT],Flutter-Mane,Fairy,Protosynthesis
260,Shai Giuseppe Rabà [IT],Groudon,Fire,Drought
261,Masahiro Ito [JP],Kyogre,Water,Drizzle
261,Masahiro Ito [JP],maushold-family-of-four,Ghost,Friend Guard
261,Masahiro Ito [JP],Tsareena,Ice,Queenly Majesty
261,Masahiro Ito [JP],basculegion-male,Grass,Swift Swim
261,Masahiro Ito [JP],tornadus-incarnate,Flying,Prankster
261,Masahiro Ito [JP],landorus-incarnate,Water,Sheer Force
262,Alejandro Fuentelsaz [ES],Rillaboom,Grass,Grassy Surge
262,Alejandro Fuentelsaz [ES],Heatran,Ghost,Flash Fire
262,Alejandro Fuentelsaz [ES],moltres-galar,Ghost,Berserk
262,Alejandro Fuentelsaz [ES],urshifu-single-strike,Dark,Unseen Fist
262,Alejandro Fuentelsaz [ES],Zamazenta,Dragon,Dauntless Shield
262,Alejandro Fuentelsaz [ES],Flutter-Mane,Normal,Protosynthesis
263,Akira Kimura [JP],urshifu-rapid-strike,Stellar,Unseen Fist
263,Akira Kimura [JP],Raging-Bolt,Electric,Protosynthesis
263,Akira Kimura [JP],Incineroar,Water,Intimidate
263,Akira Kimura [JP],Rillaboom,Fire,Grassy Surge
263,Akira Kimura [JP],Amoonguss,Water,Regenerator
263,Akira Kimura [JP],calyrex-shadow,Normal,As One
264,CHAO CHEN KU [TW],urshifu-rapid-strike,Water,Unseen Fist
264,CHAO CHEN KU [TW],Flutter-Mane,Fairy,Protosynthesis
264,CHAO CHEN KU [TW],Terapagos,Stellar,Tera Shift
264,CHAO CHEN KU [TW],Iron-Hands,Grass,Quark Drive
264,CHAO CHEN KU [TW],Rillaboom,Grass,Grassy Surge
264,CHAO CHEN KU [TW],Clefairy,Grass,Friend Guard
265,RYOHEI OKABE [JP],calyrex-ice,Normal,Chilling Neigh
265,RYOHEI OKABE [JP],Raging-Bolt,Electric,Protosynthesis
265,RYOHEI OKABE [JP],ogerpon-cornerstone-mask,Rock,Sturdy
265,RYOHEI OKABE [JP],urshifu-rapid-strike,Stellar,Unseen Fist
265,RYOHEI OKABE [JP],Clefairy,Grass,Friend Guard
265,RYOHEI OKABE [JP],Rillaboom,Fire,Grassy Surge
266,Arash Ommati [IT],Raging-Bolt,Electric,Protosynthesis
266,Arash Ommati [IT],calyrex-ice,Fire,As One
266,Arash Ommati [IT],ogerpon-cornerstone-mask,Rock,Sturdy
266,Arash Ommati [IT],Farigiraf,Fairy,Armor Tail
266,Arash Ommati [IT],urshifu-rapid-strike,Stellar,Unseen Fist
266,Arash Ommati [IT],Rillaboom,Grass,Grassy Surge
267,Nicholas Kan [AU],Incineroar,Grass,Intimidate
267,Nicholas Kan [AU],Amoonguss,Fairy,Regenerator
267,Nicholas Kan [AU],Pelipper,Ghost,Drizzle
267,Nicholas Kan [AU],Raging-Bolt,Electric,Protosynthesis
267,Nicholas Kan [AU],urshifu-rapid-strike,Water,Unseen Fist
267,Nicholas Kan [AU],calyrex-ice,Grass,As One
268,Kenneth Gamboa [MX],ogerpon-cornerstone-mask,Rock,Sturdy
268,Kenneth Gamboa [MX],Farigiraf,Water,Armor Tail
268,Kenneth Gamboa [MX],urshifu-rapid-strike,Stellar,Unseen Fist
268,Kenneth Gamboa [MX],calyrex-ice,Normal,As One
268,Kenneth Gamboa [MX],Rillaboom,Fairy,Grassy Surge
268,Kenneth Gamboa [MX],Raging-Bolt,Electric,Protosynthesis
269,Lucas De la Guardia [PA],calyrex-shadow,Normal,As One
269,Lucas De la Guardia [PA],Chi-Yu,Ghost,Beads of Ruin
269,Lucas De la Guardia [PA],urshifu-rapid-strike,Stellar,Unseen Fist
269,Lucas De la Guardia [PA],Clefairy,Grass,Friend Guard
269,Lucas De la Guardia [PA],Rillaboom,Fire,Grassy Surge
269,Lucas De la Guardia [PA],tornadus-incarnate,Dark,Prankster
270,Giovanni Piscitelli [IT],Grimmsnarl,Ghost,Prankster
270,Giovanni Piscitelli [IT],Kyogre,Grass,Drizzle
270,Giovanni Piscitelli [IT],Raging-Bolt,Electric,Protosynthesis
270,Giovanni Piscitelli [IT],Incineroar,Ghost,Intimidate
270,Giovanni Piscitelli [IT],Rillaboom,Fire,Grassy Surge
270,Giovanni Piscitelli [IT],Amoonguss,Water,Regenerator
271,Roi Gómez García [ES],Heatran,Ghost,Flash Fire
271,Roi Gómez García [ES],Iron-Hands,Grass,Quark Drive
271,Roi Gómez García [ES],Farigiraf,Water,Armor Tail
271,Roi Gómez García [ES],Grimmsnarl,Ground,Prankster
271,Roi Gómez García [ES],Miraidon,Fairy,Hadron Engine
271,Roi Gómez García [ES],urshifu-rapid-strike,Stellar,Unseen Fist
272,juan salerno [AR],urshifu-rapid-strike,Grass,Unseen Fist
272,juan salerno [AR],Amoonguss,Normal,Regenerator
272,juan salerno [AR],Pelipper,Steel,Drizzle
272,juan salerno [AR],calyrex-ice,Fire,As One
272,juan salerno [AR],Chien-Pao,Ghost,Sword of Ruin
272,juan salerno [AR],Raging-Bolt,Electric,Protosynthesis
273,Yuta Kamura [JP],Amoonguss,Fire,Regenerator
273,Yuta Kamura [JP],urshifu-rapid-strike,Stellar,Unseen Fist
273,Yuta Kamura [JP],Iron-Hands,Water,Quark Drive
273,Yuta Kamura [JP],Flutter-Mane,Fairy,Protosynthesis
273,Yuta Kamura [JP],Terapagos,Stellar,Tera Shift
273,Yuta Kamura [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
274,Yin Fung Choi [HK],Farigiraf,Water,Armor Tail
274,Yin Fung Choi [HK],ogerpon-hearthflame-mask,Fire,Mold Breaker
274,Yin Fung Choi [HK],landorus-incarnate,Poison,Sheer Force
274,Yin Fung Choi [HK],Iron-Hands,Grass,Quark Drive
274,Yin Fung Choi [HK],Miraidon,Fairy,Hadron Engine
274,Yin Fung Choi [HK],Ditto,Ghost,Imposter
275,Patrick Connors [US],Incineroar,Ghost,Intimidate
275,Patrick Connors [US],Raging-Bolt,Electric,Protosynthesis
275,Patrick Connors [US],Rillaboom,Fire,Grassy Surge
275,Patrick Connors [US],Farigiraf,Dragon,Armor Tail
275,Patrick Connors [US],urshifu-rapid-strike,Water,Unseen Fist
275,Patrick Connors [US],calyrex-ice,Water,As One
276,Jacob Mortenson [US],landorus-incarnate,Ghost,Sheer Force
276,Jacob Mortenson [US],Pelipper,Ghost,Drizzle
276,Jacob Mortenson [US],Incineroar,Grass,Intimidate
276,Jacob Mortenson [US],Calyrex,Normal,As One
276,Jacob Mortenson [US],urshifu-rapid-strike,Grass,Unseen Fist
276,Jacob Mortenson [US],ogerpon,Grass,Defiant
277,Tobias Clemens [DE],calyrex-shadow,Normal,As One
277,Tobias Clemens [DE],Raging-Bolt,Fairy,Protosynthesis
277,Tobias Clemens [DE],urshifu-rapid-strike,Stellar,Unseen Fist
277,Tobias Clemens [DE],Amoonguss,Water,Regenerator
277,Tobias Clemens [DE],Rillaboom,Fire,Grassy Surge
277,Tobias Clemens [DE],Incineroar,Ghost,Intimidate
278,Tomoya KIMURA [JP],Iron-Hands,Fire,Quark Drive
278,Tomoya KIMURA [JP],Whimsicott,Fire,Prankster
278,Tomoya KIMURA [JP],Chi-Yu,Ghost,Beads of Ruin
278,Tomoya KIMURA [JP],Miraidon,Fairy,Hadron Engine
278,Tomoya KIMURA [JP],urshifu-rapid-strike,Stellar,Unseen Fist
278,Tomoya KIMURA [JP],Farigiraf,Water,Armor Tail
279,Chee Woon Ng [MY],Pelipper,Grass,Drizzle
279,Chee Woon Ng [MY],Zamazenta,Grass,Dauntless Shield
279,Chee Woon Ng [MY],Rillaboom,Normal,Grassy Surge
279,Chee Woon Ng [MY],urshifu-rapid-strike,Water,Unseen Fist
279,Chee Woon Ng [MY],Chien-Pao,Ghost,Sword of Ruin
279,Chee Woon Ng [MY],Farigiraf,Water,Armor Tail
280,Adrian Granados [MX],Iron-Hands,Water,Quark Drive
280,Adrian Granados [MX],Whimsicott,Fire,Prankster
280,Adrian Granados [MX],Farigiraf,Ground,Armor Tail
280,Adrian Granados [MX],Chien-Pao,Ghost,Sword of Ruin
280,Adrian Granados [MX],Entei,Normal,Inner Focus
280,Adrian Granados [MX],Miraidon,Electric,Hadron Engine
281,Javier Parada [CL],Grimmsnarl,Ghost,Prankster
281,Javier Parada [CL],urshifu-rapid-strike,Water,Unseen Fist
281,Javier Parada [CL],ogerpon-hearthflame-mask,Fire,Mold Breaker
281,Javier Parada [CL],Iron-Hands,Water,Quark Drive
281,Javier Parada [CL],Amoonguss,Water,Regenerator
281,Javier Parada [CL],Terapagos,Stellar,Tera Shift
282,Mauro Leiva [CL],ogerpon-cornerstone-mask,Rock,Sturdy
282,Mauro Leiva [CL],urshifu-rapid-strike,Water,Unseen Fist
282,Mauro Leiva [CL],calyrex-ice,Normal,As One
282,Mauro Leiva [CL],Clefairy,Ground,Friend Guard
282,Mauro Leiva [CL],Incineroar,Ghost,Intimidate
282,Mauro Leiva [CL],Raging-Bolt,Electric,Protosynthesis
283,Roberto Porretti [IT],Rillaboom,Grass,Grassy Surge
283,Roberto Porretti [IT],ogerpon-cornerstone-mask,Rock,Sturdy
283,Roberto Porretti [IT],calyrex-ice,Normal,As One
283,Roberto Porretti [IT],Raging-Bolt,Electric,Protosynthesis
283,Roberto Porretti [IT],urshifu-rapid-strike,Water,Unseen Fist
283,Roberto Porretti [IT],Farigiraf,Water,Armor Tail
284,Geovanni Polanco [SV],urshifu-rapid-strike,Water,Unseen Fist
284,Geovanni Polanco [SV],Farigiraf,Dragon,Armor Tail
284,Geovanni Polanco [SV],Rillaboom,Fire,Grassy Surge
284,Geovanni Polanco [SV],Lunala,Fairy,Shadow Shield
284,Geovanni Polanco [SV],Pelipper,Ghost,Drizzle
284,Geovanni Polanco [SV],landorus-incarnate,Poison,Sheer Force
285,Antonio Marco Rodrigo Jiménez [ES],Ursaluna,Ghost,Guts
285,Antonio Marco Rodrigo Jiménez [ES],Regidrago,Dragon,Dragon's Maw
285,Antonio Marco Rodrigo Jiménez [ES],Electabuzz,Ghost,Vital Spirit
285,Antonio Marco Rodrigo Jiménez [ES],Annihilape,Grass,Defiant
285,Antonio Marco Rodrigo Jiménez [ES],calyrex-ice,Water,As One
285,Antonio Marco Rodrigo Jiménez [ES],Smeargle,Ghost,Moody
286,Eduardo Abrego [MX],Clefairy,Grass,Friend Guard
286,Eduardo Abrego [MX],Rillaboom,Fire,Grassy Surge
286,Eduardo Abrego [MX],calyrex-shadow,Normal,As One
286,Eduardo Abrego [MX],urshifu-rapid-strike,Stellar,Unseen Fist
286,Eduardo Abrego [MX],Incineroar,Water,Intimidate
286,Eduardo Abrego [MX],Raging-Bolt,Fairy,Protosynthesis
287,Nick Schrott [DE],Whimsicott,Dark,Prankster
287,Nick Schrott [DE],Rillaboom,Normal,Grassy Surge
287,Nick Schrott [DE],urshifu-rapid-strike,Water,Unseen Fist
287,Nick Schrott [DE],Incineroar,Ghost,Intimidate
287,Nick Schrott [DE],calyrex-shadow,Grass,As One
287,Nick Schrott [DE],Raging-Bolt,Electric,Protosynthesis
288,Kevin Salvetto [IT],Raging-Bolt,Electric,Protosynthesis
288,Kevin Salvetto [IT],Farigiraf,Water,Armor Tail
288,Kevin Salvetto [IT],urshifu-rapid-strike,Stellar,Unseen Fist
288,Kevin Salvetto [IT],Rillaboom,Grass,Grassy Surge
288,Kevin Salvetto [IT],calyrex-ice,Fire,As One
288,Kevin Salvetto [IT],ogerpon-cornerstone-mask,Rock,Sturdy
289,Zachary Kelly [SG],ogerpon-wellspring-mask,Water,Water Absorb
289,Zachary Kelly [SG],Rillaboom,Fire,Grassy Surge
289,Zachary Kelly [SG],Terapagos,Stellar,Tera Shift
289,Zachary Kelly [SG],tornadus-incarnate,Dark,Prankster
289,Zachary Kelly [SG],Incineroar,Ghost,Intimidate
289,Zachary Kelly [SG],Amoonguss,Normal,Regenerator
290,Daravone Souphommanychanh [CA],calyrex-ice,Fire,As One
290,Daravone Souphommanychanh [CA],Amoonguss,Fairy,Regenerator
290,Daravone Souphommanychanh [CA],Ditto,Ghost,Imposter
290,Daravone Souphommanychanh [CA],Incineroar,Water,Intimidate
290,Daravone Souphommanychanh [CA],urshifu-single-strike,Dark,Unseen Fist
290,Daravone Souphommanychanh [CA],Iron-Hands,Grass,Quark Drive
